predictor;occPerM;word
weeks;1;out
weeks;1;can't
week's;2;episode
week's;1;show
weigh;5;in
weighed;2;in
weight;13;loss
weight;5;and
weight;3;of
weight;3;in
weight;2;on
weight;2;training
weight;2;but
weight;2;for
weight;2;is
weight;2;room
weight;2;i
weights;2;and
weird;13;that
weird;9;to
weird;8;i
weird;7;but
weird;7;and
weird;5;how
weird;4;when
weird;3;not
weird;3;is
weird;3;for
weird;2;with
weird;2;if
weird;2;things
weird;2;because
weird;2;as
weird;2;right
weird;2;people
weird;2;in
weird;2;feeling
weird;2;looks
weird;2;seeing
weird;2;cause
weird;2;al
weird;2;being
weird;2;stuff
weird;2;i'm
weird;2;dream
weird;2;lol
weird;2;day
weird;2;at
weird;1;just
weird;1;you
weird;1;about
weird;1;huh
weird;1;way
weirdest;2;dream
weirdest;1;thing
welcome;165;to
welcome;33;back
welcome;14;and
welcome;11;i
welcome;10;home
welcome;9;thanks
welcome;9;new
welcome;6;have
welcome;6;thank
welcome;6;rt
welcome;6;you
welcome;5;hope
welcome;4;our
welcome;4;the
welcome;4;glad
welcome;4;for
welcome;4;love
welcome;4;we
welcome;4;my
welcome;3;i'm
welcome;3;so
welcome;3;enjoy
welcome;3;it
welcome;3;happy
welcome;3;looking
welcome;2;just
welcome;2;lol
welcome;2;anytime
welcome;2;it's
welcome;2;all
welcome;2;at
welcome;2;as
welcome;2;we're
welcome;2;in
welcome;2;from
welcome;2;great
welcome;2;how
welcome;2;if
welcome;2;a
welcome;2;keep
welcome;2;good
welcome;1;on
welcome;1;here
welcome;1;but
welcome;1;everyone
welcome;1;please
welcomes;1;new
welcomes;1;you
welcoming;1;to
well;127;i
well;42;done
well;38;as
well;31;i'm
well;30;you
well;30;that
well;25;and
well;22;with
well;22;it
well;22;at
well;21;if
well;20;said
well;19;in
well;19;it's
well;18;we
well;18;the
well;18;that's
well;17;for
well;16;then
well;14;my
well;14;this
well;13;played
well;13;be
well;13;thanks
well;12;thank
well;11;now
well;11;good
well;10;but
well;10;not
well;9;they
well;9;worth
well;9;its
well;9;have
well;9;just
well;9;maybe
well;8;i'll
well;8;what
well;8;on
well;8;there
well;8;soon
well;8;hello
well;8;he
well;7;today
well;6;so
well;6;no
well;6;u
well;6;to
well;6;when
well;6;how
well;6;get
well;5;yeah
well;5;of
well;5;see
well;5;she
well;5;your
well;5;let
well;5;a
well;5;well
well;5;put
well;5;since
well;5;you're
well;4;wishes
well;4;hope
well;4;rt
well;4;happy
well;4;do
well;4;spent
well;4;i've
well;4;is
well;4;here
well;4;let's
well;4;enough
well;4;guess
well;4;there's
well;4;known
well;4;he's
well;4;keep
well;4;lol
well;3;goodnight
well;3;take
well;3;tonight
well;3;written
well;3;look
well;3;yes
well;3;too
well;3;all
well;3;don't
well;3;make
well;3;go
well;3;we'll
well;3;one
well;3;actually
well;3;hopefully
well;3;time
well;3;come
well;3;aren't
well;3;over
well;3;we're
well;3;being
well;3;looks
well;2;are
well;2;hey
well;2;i'd
well;2;please
well;2;stay
well;2;try
well;2;received
well;2;off
well;2;ill
well;2;can't
well;2;will
well;2;why
well;2;together
well;2;still
well;2;sorry
well;2;neither
well;2;even
well;2;glad
well;2;by
well;2;whatever
well;2;back
well;2;follow
well;2;give
well;2;here's
well;2;some
well;2;tell
well;2;welcome
well;2;ya
well;2;we've
well;2;where
well;2;would
well;2;nice
well;2;she's
well;2;did
well;2;yesterday
well;2;first
well;2;though
well;2;almost
well;2;sir
well;2;say
well;2;people
well;2;most
well;2;miss
well;2;me
well;2;his
well;2;those
well;2;like
well;2;can
well;2;you'll
well;2;ur
well;2;tomorrow
well;2;needed
well;2;idk
well;2;had
well;2;better
well;2;thought
well;2;from
well;2;great
well;2;next
well;2;lets
well;2;who
well;2;more
well;2;enjoy
well;2;after
well;2;before
well;2;congrats
well;2;or
well;2;last
well;2;love
well;1;looking
well;1;you've
well;1;wish
well;1;think
well;1;they're
well;1;okay
well;1;ok
well;1;lots
well;1;either
well;1;made
well;1;stop
well;1;talk
well;1;someone
well;1;only
well;1;man
well;1;isn't
well;1;drinks
well;1;considering
well;1;bye
well;1;bro
well;1;because
well;1;yea
we'll;92;be
we'll;43;see
we'll;37;have
we'll;17;get
we'll;9;keep
we'll;8;take
we'll;8;make
we'll;6;miss
we'll;6;do
we'll;6;send
we'll;6;let
we'll;5;give
we'll;4;go
we'll;4;talk
we'll;4;try
we'll;4;find
we'll;4;never
we'll;4;all
we'll;4;need
we'll;4;definitely
we'll;4;just
we'll;3;help
we'll;3;post
we'll;3;look
we'll;3;follow
we'll;3;always
we'll;3;start
we'll;3;check
we'll;2;meet
we'll;2;tell
we'll;2;still
we'll;2;catch
we'll;2;hear
we'll;2;pass
we'll;2;rt
we'll;2;save
we'll;2;show
we'll;2;run
we'll;2;bring
we'll;2;set
we'll;2;probably
we'll;2;come
we'll;2;put
we'll;2;tweet
we'll;2;know
we'll;2;share
we'll;2;also
we'll;2;announce
we'll;2;figure
we'll;2;work
we'll;1;call
we'll;1;add
we'll;1;discuss
we'll;1;only
welp;2;i
wen;8;i
wen;7;u
wen;2;it
wen;2;they
wen;2;we
wen;2;its
wen;1;the
wen;1;ur
wen;1;he
wen;1;she
wen;1;ppl
went;157;to
went;21;well
went;19;out
went;17;on
went;12;through
went;12;from
went;12;down
went;11;in
went;10;with
went;9;for
went;9;back
went;7;great
went;7;off
went;7;up
went;7;by
went;6;and
went;6;home
went;6;into
went;5;there
went;4;over
went;4;away
went;3;a
went;3;thru
went;3;crazy
went;3;wrong
went;3;straight
went;3;the
went;3;outside
went;2;right
went;2;so
went;2;very
went;2;too
went;2;live
went;2;i
went;2;running
went;2;all
went;2;at
went;2;missing
went;2;pretty
went;2;shopping
went;2;last
went;2;hard
went;2;really
went;1;nuts
went;1;good
went;1;ahead
were;48;a
were;42;you
were;39;the
were;39;in
were;23;going
were;23;so
were;21;on
were;21;just
were;21;all
were;19;here
were;17;there
were;16;not
were;15;to
were;14;at
were;13;great
were;13;talking
were;12;gonna
were;11;born
were;11;still
were;9;awesome
were;9;able
were;9;amazing
were;9;like
were;9;my
were;9;u
were;8;looking
were;8;right
were;8;doing
were;7;they
were;7;playing
were;7;good
were;7;too
were;6;more
were;6;made
were;6;no
were;6;only
were;6;never
were;6;some
were;5;out
were;5;coming
were;5;really
were;5;supposed
were;5;getting
were;5;both
were;5;trying
were;5;your
were;5;having
were;5;i
were;4;up
were;4;we
were;4;meant
were;4;about
were;4;wondering
were;4;an
were;4;from
were;4;saying
were;4;actually
were;4;one
were;4;already
were;4;pretty
were;4;always
were;4;better
were;4;with
were;4;being
were;4;and
were;4;very
were;3;watching
were;3;making
were;3;working
were;3;cool
were;3;thinking
were;3;told
were;3;real
were;3;taking
were;3;taken
were;3;as
were;3;friends
were;3;done
were;3;back
were;3;created
were;3;given
were;3;that
were;3;little
were;3;down
were;3;giving
were;2;gone
were;2;different
were;2;using
were;2;written
were;2;sold
were;2;also
were;2;mine
were;2;wrong
were;2;but
were;2;it
were;2;are
were;2;almost
were;2;once
were;2;those
were;2;asking
were;2;fun
were;2;walking
were;2;killed
were;2;running
were;2;bad
were;2;mad
were;2;used
were;2;calling
were;2;dating
were;2;totally
were;2;waiting
were;2;sleeping
were;2;sitting
were;2;fighting
were;2;best
were;2;called
were;2;crazy
were;2;part
were;2;hacked
were;2;smart
were;2;two
were;2;ready
were;2;inspired
were;2;young
were;2;leaving
were;2;perfect
were;2;singing
were;2;telling
were;2;true
were;2;hot
were;2;absolutely
were;2;incredible
were;2;is
were;2;super
were;2;this
were;2;way
were;2;worried
were;2;glad
were;2;alive
were;2;worth
were;2;completely
were;2;fabulous
were;2;driving
were;2;close
were;2;open
were;2;hanging
were;2;closed
were;2;any
were;2;cute
were;2;definitely
were;2;ever
were;2;excited
were;2;first
were;2;found
were;2;big
were;2;off
were;2;happy
were;2;for
were;2;fantastic
were;2;missed
were;2;together
were;2;probably
were;2;such
were;2;following
were;1;around
were;1;dead
were;1;drunk
were;1;sent
were;1;stuck
were;1;wearing
were;1;when
were;1;busy
were;1;under
were;1;his
were;1;hoping
were;1;last
were;1;fine
were;1;planning
were;1;put
were;1;beautiful
were;1;lost
were;1;lucky
were;1;nice
were;1;of
were;1;serious
were;1;even
were;1;easier
were;1;eating
we're;35;going
we're;28;all
we're;27;not
we're;22;looking
we're;22;in
we're;20;so
we're;18;excited
we're;16;gonna
we're;16;on
we're;15;at
we're;15;working
we're;14;still
we're;13;getting
we're;11;here
we're;11;just
we're;11;a
we're;11;having
we're;11;open
we're;11;doing
we're;10;talking
we're;10;back
we're;10;the
we're;9;glad
we're;9;playing
we're;7;giving
we're;7;happy
we're;6;ready
we're;6;about
we're;6;trying
we're;6;both
we're;6;always
we're;5;really
we're;5;very
we're;5;taking
we're;4;now
we're;4;coming
we're;4;making
we're;4;thinking
we're;4;already
we're;4;off
we're;4;pretty
we're;3;also
we're;3;following
we're;3;sorry
we're;3;proud
we're;3;watching
we're;3;almost
we're;3;headed
we're;3;only
we're;3;celebrating
we're;3;planning
we're;3;out
we're;3;good
we're;3;up
we're;3;starting
we're;3;big
we're;3;closed
we're;3;moving
we're;3;hoping
we're;3;like
we're;3;heading
we're;2;together
we're;2;supposed
we're;2;lucky
we're;2;too
we're;2;currently
we're;2;loving
we're;2;actually
we're;2;hosting
we're;2;staying
we're;2;thankful
we're;2;shooting
we're;2;using
we're;2;super
we're;2;with
we're;2;putting
we're;2;opening
we're;2;one
we're;2;new
we're;2;interested
we're;2;right
we're;2;curious
we're;2;cool
we're;2;close
we're;2;busy
we're;2;down
we're;2;living
we're;2;sure
we're;2;setting
we're;2;awesome
we're;2;never
we're;2;building
we're;2;being
we're;2;bringing
we're;2;friends
we're;2;you
we're;2;finally
we're;2;definitely
we're;2;live
we're;2;there
we're;2;waiting
we're;2;done
we're;1;losing
we're;1;meeting
we're;1;hitting
we're;1;hanging
we're;1;even
we're;1;enjoying
we're;1;writing
we're;1;sending
we're;1;an
we're;1;from
we're;1;less
we're;1;more
we're;1;paying
we're;1;rolling
we're;1;running
we're;1;seeing
weren't;4;for
weren't;3;you
weren't;3;the
weren't;3;there
weren't;3;so
weren't;2;in
weren't;2;a
weren't;2;going
weren't;2;even
weren't;1;on
weren't;1;following
weren't;1;enough
west;25;coast
west;9;side
west;5;of
west;4;and
west;3;is
west;3;end
west;3;hollywood
west;2;in
west;2;on
west;2;seattle
west;2;to
west;2;for
west;1;i
western;3;conference
wet;4;tshirt
wet;3;and
wet;2;the
wet;2;i
wet;1;wet
wet;1;hair
wet;1;but
weve;2;got
weve;2;been
we've;47;got
we've;26;been
we've;10;had
we've;5;seen
we've;3;all
we've;3;come
we've;3;ever
we've;3;never
we've;3;already
we've;2;made
we've;2;missed
we've;2;added
we've;2;only
we've;2;done
we've;2;heard
we've;2;always
we've;2;lost
we've;2;found
we've;2;decided
we've;2;just
we've;1;gotten
wewontwork;5;if
wewontworkout;1;if
what;431;you
what;350;i
what;330;a
what;305;is
what;222;are
what;189;do
what;183;the
what;117;to
what;113;we
what;98;it
what;97;they
what;86;happened
what;86;did
what;75;about
what;72;was
what;68;would
what;65;i'm
what;64;u
what;61;does
what;58;time
what;54;happens
what;53;kind
what;51;he
what;50;up
what;50;if
what;44;an
what;40;makes
what;39;you're
what;33;will
what;32;can
what;30;that
what;28;your
what;26;she
what;25;should
what;24;else
what;20;am
what;20;my
what;17;it's
what;17;have
what;16;this
what;16;people
what;13;ever
what;13;has
what;13;were
what;12;i've
what;12;other
what;11;type
what;10;you've
what;10;god
what;10;what
what;10;song
what;10;day
what;9;no
what;9;he's
what;9;they're
what;9;we're
what;9;could
what;9;others
what;9;in
what;8;happen
what;8;color
what;8;exactly
what;8;all
what;8;part
what;8;goes
what;8;lies
what;7;movie
what;7;not
what;7;i'd
what;7;ya
what;7;lol
what;7;more
what;6;its
what;6;anyone
what;6;ur
what;6;channel
what;6;everyone
what;6;doesn't
what;6;good
what;6;kinda
what;6;matters
what;6;just
what;5;one
what;5;gives
what;5;city
what;5;our
what;5;comes
what;5;we've
what;5;now
what;5;made
what;5;better
what;5;i'll
what;5;works
what;5;and
what;5;really
what;5;year
what;4;might
what;4;that's
what;4;say
what;4;rt
what;4;keeps
what;4;fun
what;4;so
what;4;point
what;4;sort
what;4;where
what;4;their
what;4;new
what;4;size
what;4;life
what;4;for
what;4;of
what;4;someone
what;3;great
what;3;state
what;3;gets
what;3;how
what;3;team
what;3;most
what;3;love
what;3;y'all
what;3;class
what;3;his
what;3;those
what;3;you'll
what;3;next
what;3;book
what;3;got
what;3;twitter
what;3;game
what;3;inspired
what;3;some
what;3;why
what;3;needs
what;3;she's
what;3;you'd
what;3;grade
what;3;on
what;3;school
what;3;show
what;2;songs
what;2;said
what;2;questions
what;2;me
what;2;make
what;2;anybody
what;2;feels
what;2;seems
what;2;bout
what;2;went
what;2;shows
what;2;language
what;2;phone
what;2;haha
what;2;tools
what;2;being
what;2;days
what;2;had
what;2;number
what;2;or
what;2;there
what;2;things
what;2;took
what;2;who
what;2;brings
what;2;yall
what;2;planet
what;2;games
what;2;but
what;2;came
what;2;must
what;2;picture
what;2;position
what;2;ppl
what;2;real
what;2;women
what;2;side
what;2;nobody
what;2;every
what;2;country
what;2;everybody
what;2;guys
what;2;sports
what;2;style
what;2;sucks
what;2;used
what;2;role
what;2;oh
what;2;isn't
what;2;going
what;2;email
what;2;date
what;2;can't
what;2;advice
what;2;info
what;2;age
what;2;her
what;2;with
what;2;when
what;2;youre
what;2;today
what;2;tomorrow
what;2;shall
what;2;may
what;2;music
what;2;even
what;2;hurts
what;2;don't
what;2;these
what;2;looks
what;1;men
what;1;sounds
what;1;says
what;1;projects
what;1;episode
what;1;difference
what;1;company
what;1;any
what;1;then
what;1;brought
what;1;never
what;1;america
what;1;yo
what;1;world
what;1;word
what;1;video
what;1;station
what;1;many
what;1;beach
what;1;two
what;1;bands
what;1;little
what;1;data
what;1;didn't
what;1;job
what;1;level
what;1;app
whatcha;2;think
whatcha;2;got
whatcha;1;doing
what'd;4;you
what'd;2;i
whatever;24;you
whatever;10;it
whatever;9;i
whatever;6;the
whatever;6;happened
whatever;4;is
whatever;3;we
whatever;3;works
whatever;3;u
whatever;3;that
whatever;3;they
whatever;2;reason
whatever;2;he
whatever;2;i'm
whatever;2;it's
whatever;2;lol
whatever;2;has
whatever;2;she
whatever;2;you're
whatever;2;your
whatever;2;happens
whatever;2;makes
whatever;1;to
whatever;1;else
what're;2;you
whats;38;up
whats;20;the
whats;15;good
whats;15;your
whats;12;going
whats;7;wrong
whats;4;a
whats;4;on
whats;3;that
whats;3;in
whats;3;new
whats;3;happening
whats;2;ur
whats;2;worse
whats;2;everyone
whats;2;for
whats;2;been
whats;2;so
whats;2;with
whats;2;next
whats;1;goin
whats;1;right
whats;1;this
whats;1;more
whats;1;it
what's;111;up
what's;96;the
what's;83;your
what's;37;going
what's;32;good
what's;24;wrong
what's;18;a
what's;16;on
what's;15;happening
what's;14;that
what's;12;next
what's;11;in
what's;10;with
what's;10;new
what's;9;it
what's;9;everyone
what's;7;for
what's;6;this
what's;5;been
what's;5;not
what's;5;ur
what's;4;worse
what's;4;better
what's;4;right
what's;4;really
what's;4;yours
what's;4;so
what's;3;my
what's;3;best
what's;3;his
what's;3;important
what's;3;more
what's;3;goin
what's;3;coming
what's;3;to
what's;2;one
what's;2;her
what's;2;all
what's;2;an
what's;2;gonna
what's;2;awesome
what's;2;mine
what's;2;left
what's;1;about
what's;1;he
what's;1;missing
what's;1;you
what's;1;ahead
what's;1;there
what's;1;love
what's;1;hot
what's;1;happened
what's;1;cool
what's;1;funny
wheat;1;bread
wheel;4;of
wheels;2;up
wheels;1;are
wheels;1;of
when;636;i
when;611;you
when;151;the
when;127;they
when;118;it
when;111;we
when;97;your
when;95;i'm
when;94;you're
when;94;people
when;90;u
when;86;he
when;62;a
when;57;my
when;56;are
when;53;is
when;45;she
when;43;someone
when;42;it's
when;36;will
when;33;did
when;25;do
when;19;that
when;19;its
when;17;all
when;14;ur
when;14;was
when;13;does
when;13;in
when;13;they're
when;13;there
when;11;he's
when;10;one
when;10;to
when;10;life
when;9;ppl
when;9;and
when;9;we're
when;9;can
when;8;this
when;8;there's
when;8;you've
when;8;girls
when;8;youre
when;8;things
when;7;guys
when;7;no
when;7;everyone
when;6;she's
when;6;an
when;6;our
when;5;talking
when;5;asked
when;5;their
when;5;some
when;4;everything
when;4;not
when;4;something
when;4;god
when;4;boys
when;4;me
when;4;were
when;4;his
when;4;ever
when;4;am
when;4;ya
when;3;i've
when;3;trying
when;3;i'll
when;3;austin
when;3;two
when;3;you'll
when;3;done
when;3;where
when;3;others
when;3;should
when;3;y'all
when;3;writing
when;3;her
when;3;other
when;3;somebody
when;3;working
when;2;looking
when;2;justin
when;2;harry
when;2;making
when;2;nothing
when;2;old
when;2;used
when;2;what
when;2;those
when;2;driving
when;2;hes
when;2;buying
when;2;doing
when;2;words
when;2;finished
when;2;really
when;2;has
when;2;everybody
when;2;playing
when;2;planning
when;2;most
when;2;folks
when;2;getting
when;2;i'd
when;2;if
when;2;mom
when;2;needed
when;2;yall
when;2;kids
when;2;more
when;2;says
when;2;teachers
when;2;theres
when;2;asking
when;2;both
when;2;these
when;2;watching
when;2;women
when;2;every
when;2;going
when;2;would
when;2;men
when;2;love
when;2;twitter
when;2;have
when;2;nobody
when;2;on
when;2;tweets
when;2;using
when;1;so
when;1;at
when;1;isn't
when;1;possible
when;1;reading
when;1;school
when;1;only
when;1;students
when;1;speaking
when;1;seeing
when;1;parents
when;1;eating
when;1;or
when;1;new
when;1;good
when;1;google
when;1;doesn't
when;1;comes
when;1;of
whenever;24;i
whenever;13;you
whenever;4;i'm
whenever;3;u
whenever;3;someone
whenever;3;you're
whenever;3;we
whenever;2;possible
whenever;2;it
whenever;2;a
whenever;2;they
whenever;1;the
whenifirstjoinedtwitter;3;i
wheniwaslittle;2;i
whens;2;the
when's;6;the
when's;2;your
where;118;you
where;99;are
where;91;i
where;79;the
where;78;is
where;49;do
where;40;did
where;37;to
where;31;u
where;31;we
where;28;can
where;27;they
where;20;it
where;20;my
where;17;he
where;17;have
where;13;i'm
where;13;in
where;12;your
where;11;was
where;11;would
where;10;it's
where;10;will
where;10;does
where;10;there
where;9;all
where;9;at
where;9;a
where;9;you're
where;8;were
where;7;and
where;6;that
where;6;she
where;6;should
where;6;else
where;6;ya
where;5;this
where;5;everyone
where;5;people
where;4;its
where;4;ever
where;4;has
where;4;i'll
where;3;we're
where;3;am
where;3;on
where;3;ur
where;3;y'all
where;3;they're
where;3;no
where;2;his
where;2;there's
where;2;oh
where;2;i've
where;2;i'd
where;2;where
where;2;near
where;2;one
where;2;art
where;2;everything
where;2;he'll
where;2;exactly
where;2;their
where;2;god
where;2;them
where;2;every
where;2;when
where;2;our
where;1;youre
where;1;you'll
where;1;some
where;1;so
where;1;an
where;1;everybody
where;1;he's
where;1;those
where;1;success
where;1;someone
where;1;men
where;1;lol
where;1;her
where;1;yo
where;1;if
where'd;6;you
wheres;3;the
wheres;2;my
where's;24;the
where's;13;my
where's;5;your
where's;4;that
where's;2;all
where's;2;a
wherever;8;you
wherever;3;i
wherever;2;he
wherever;1;u
wherever;1;they
whether;13;you
whether;13;or
whether;8;to
whether;5;i
whether;5;it's
whether;4;it
whether;4;they
whether;3;the
whether;3;he
whether;2;you're
whether;2;a
whether;2;we
whether;1;this
whether;1;your
whew;2;i
which;97;is
which;33;one
which;24;i
which;21;means
which;13;was
which;11;will
which;11;you
which;8;are
which;8;ones
which;8;we
which;7;of
which;7;makes
which;6;would
which;6;the
which;5;to
which;5;he
which;5;has
which;4;way
which;4;can
which;4;do
which;3;it
which;3;a
which;3;i'm
which;3;team
which;3;they
which;3;may
which;3;part
which;2;leads
which;2;all
which;2;isn't
which;2;sounds
which;2;opens
which;2;seems
which;2;have
which;2;doesn't
which;2;were
which;2;reminds
which;2;helps
which;2;case
which;2;shows
which;2;i've
which;2;she
which;2;song
which;2;made
which;2;in
which;2;side
which;2;should
which;1;sucks
which;1;also
which;1;could
which;1;just
which;1;my
which;1;happens
which;1;starts
which;1;location
which;1;direction
which;1;day
which;1;came
which;1;show
while;59;i
while;30;you
while;22;i'm
while;18;you're
while;16;the
while;12;driving
while;12;watching
while;11;in
while;11;we
while;10;it
while;9;he
while;9;on
while;9;they
while;8;since
while;8;listening
while;7;ago
while;7;doing
while;7;back
while;7;your
while;7;but
while;6;she
while;6;to
while;6;and
while;5;eating
while;5;waiting
while;5;at
while;5;u
while;5;my
while;5;it's
while;4;working
while;4;there
while;4;trying
while;4;getting
while;3;reading
while;3;he's
while;3;everyone
while;3;being
while;3;writing
while;3;so
while;3;we're
while;3;playing
while;3;walking
while;3;still
while;3;wearing
while;3;a
while;3;looking
while;3;now
while;3;running
while;3;others
while;3;its
while;3;drinking
while;3;ur
while;2;taking
while;2;talking
while;2;making
while;2;this
while;2;i've
while;2;using
while;2;sleeping
while;2;longer
while;2;she's
while;2;lol
while;2;cleaning
while;2;how
while;2;for
while;2;all
while;2;studying
while;2;just
while;2;having
while;2;also
while;2;other
while;2;enjoying
while;2;going
while;2;his
while;2;is
while;2;sitting
while;2;they're
while;1;riding
while;1;or
while;1;dancing
whine;1;about
whining;2;about
whip;3;it
whip;2;up
whip;2;my
whip;2;cream
whip;2;out
whipped;4;cream
whiskey;3;and
whiskey;1;bar
whisper;1;in
white;17;house
white;12;and
white;12;people
white;9;girl
white;7;sox
white;5;girls
white;5;boy
white;5;guy
white;4;chocolate
white;4;is
white;4;wine
white;3;man
white;3;ppl
white;3;guys
white;2;shirt
white;2;on
white;2;out
white;2;iphone
white;2;or
white;2;christmas
white;2;i
white;2;board
white;2;woman
white;2;boys
white;2;in
white;2;person
white;2;stuff
white;2;men
white;2;blue
white;2;dress
white;2;but
white;2;dude
white;2;lady
white;2;paper
white;2;so
white;2;the
white;2;women
white;2;folks
white;1;tshirt
white;1;with
white;1;of
white;1;album
white;1;kids
white;1;kid
whitney;26;houston
whitney;2;and
whitney;1;is
whn;2;i
who;172;is
who;110;are
who;80;you
who;77;wants
who;69;has
who;52;will
who;50;can
who;48;i
who;45;have
who;44;do
who;38;came
who;36;the
who;36;would
who;36;was
who;33;knows
who;30;else
who;28;don't
who;25;cares
who;25;doesn't
who;25;knew
who;21;needs
who;19;does
who;17;they
who;17;want
who;17;said
who;16;says
who;16;made
who;16;u
who;16;got
who;15;did
who;15;just
who;14;loves
who;14;thinks
who;13;we
who;13;can't
who;12;gets
who;12;think
who;12;had
who;11;he
who;11;to
who;11;won
who;11;were
who;10;could
who;10;gives
who;9;ever
who;9;make
who;9;makes
who;9;know
who;9;am
who;9;should
who;9;say
who;8;really
who;8;it
who;8;love
who;8;didn't
who;8;wins
who;8;never
who;8;likes
who;7;still
who;7;work
who;7;like
who;7;works
who;7;i'm
who;7;always
who;7;lives
who;7;follow
who;7;need
who;6;helped
who;6;thought
who;6;wanna
who;6;isn't
who;6;believe
who;6;your
who;6;live
who;6;took
who;6;actually
who;6;put
who;6;went
who;6;told
who;6;died
who;5;gave
who;5;that
who;5;may
who;5;get
who;5;use
who;5;looks
who;5;lost
who;5;in
who;5;won't
who;5;aren't
who;5;this
who;4;wrote
who;4;saw
who;4;take
who;4;follows
who;4;uses
who;4;might
who;4;call
who;4;wouldn't
who;4;my
who;4;plays
who;4;all
who;4;and
who;4;goes
who;4;wait
who;4;she
who;4;killed
who;4;try
who;4;played
who;4;only
who;4;let
who;4;matter
who;4;hate
who;4;comes
who;4;care
who;4;give
who;4;ya
who;4;talk
who;4;also
who;3;look
who;3;go
who;3;cannot
who;3;truly
who;3;bought
who;3;brought
who;3;you're
who;3;mind
who;3;play
who;3;voted
who;3;hasn't
who;3;asked
who;3;worked
who;3;runs
who;3;showed
who;3;keep
who;3;followed
who;3;decided
who;3;wear
who;3;stopped
who;3;ran
who;3;me
who;3;already
who;3;used
who;3;wanted
who;3;missed
who;3;takes
who;3;haven't
who;3;turned
who;3;started
who;3;dat
who;3;tweet
who;2;created
who;2;come
who;2;dream
who;2;hurt
who;2;feel
who;2;listen
who;2;treat
who;2;loved
who;2;eat
who;2;or
who;2;a
who;2;even
who;2;broke
who;2;bring
who;2;here
who;2;found
who;2;up
who;2;tells
who;2;spend
who;2;serve
who;2;changed
who;2;lie
who;2;own
who;2;received
who;2;shot
who;2;tweeted
who;2;tweets
who;2;ask
who;2;celebrate
who;2;looked
who;2;now
who;2;of
who;2;out
who;2;write
who;2;wish
who;2;watch
who;2;fell
who;2;find
who;2;hit
who;2;not
who;2;see
who;2;shall
who;2;signed
who;2;lived
who;2;lol
who;2;rt
who;2;smoke
who;2;choose
who;2;deserves
who;2;feels
who;2;couldn't
who;2;passed
who;2;calls
who;2;called
who;2;run
who;2;cant
who;2;tried
who;2;help
who;2;keeps
who;2;what
who;2;who
who;2;watched
who;2;taught
who;2;support
who;2;left
who;2;act
who;2;sent
who;1;moved
who;1;they're
who;1;talks
who;1;share
who;1;lead
who;1;inspired
who;1;i've
who;1;buy
who;1;been
who;1;stand
who;1;starts
who;1;weren't
who;1;stay
who;1;start
who;1;remember
who;1;read
who;1;picked
who;1;on
who;1;lies
who;1;lack
who;1;kept
who;1;gonna
who;1;for
who;1;fight
who;1;brings
who;1;drink
who;1;walk
who;1;deserve
who;1;leave
whoa;4;whoa
whoa;4;i
whoa;2;that
whoa;2;what
whoa;2;just
whoa;2;is
whoa;2;that's
whoa;2;you
whoa;1;now
whoever;4;is
whoever;3;said
whoever;3;you
whoever;2;wins
whoever;2;has
whoever;1;it
whoever;1;i
whole;16;world
whole;15;time
whole;14;life
whole;13;lot
whole;13;thing
whole;13;day
whole;12;new
whole;8;family
whole;5;week
whole;5;bunch
whole;4;body
whole;4;team
whole;3;album
whole;3;weekend
whole;3;different
whole;3;class
whole;3;season
whole;3;twitter
whole;3;house
whole;3;entire
whole;3;night
whole;3;year
whole;2;story
whole;2;series
whole;2;month
whole;2;school
whole;2;point
whole;2;movie
whole;2;office
whole;2;bottle
whole;2;room
whole;2;state
whole;2;crew
whole;2;way
whole;2;other
whole;2;game
whole;2;box
whole;2;city
whole;2;show
whole;2;wide
whole;1;process
whole;1;song
whole;1;video
whole;1;career
whole;1;episode
whole;1;face
whole;1;of
whole;1;relationship
wholeheartedly;2;agree
whom;3;i
whom;2;you
whom;1;we
whom;1;the
whoops;2;i
whoops;1;forgot
whore;2;i
whore;2;and
whores;1;and
whos;2;the
whos;2;gonna
whos;1;going
whos;1;in
whos;1;ready
who's;17;going
who's;14;ready
who's;13;coming
who's;11;the
who's;9;your
who's;9;in
who's;7;excited
who's;7;gonna
who's;6;with
who's;6;got
who's;5;up
who's;4;a
who's;4;watching
who's;4;on
who's;4;been
who's;3;there
who's;3;not
who's;3;that
who's;3;getting
who's;3;down
who's;3;next
who's;2;who
who's;2;all
who's;2;it
who's;2;at
who's;2;doing
who's;2;winning
who's;2;here
who's;2;boss
who's;2;trying
who's;2;still
who's;2;hungry
who's;2;back
who's;2;this
who's;2;playing
who's;2;talking
who's;2;really
who's;2;interested
who's;2;counting
who's;1;out
who's;1;looking
who's;1;having
who's;1;taking
whose;2;name
whose;2;going
wht;2;u
whts;2;up
why;152;do
why;137;i
why;134;is
why;90;are
why;68;you
why;61;does
why;60;not
why;55;did
why;50;the
why;48;am
why;40;can't
why;39;would
why;37;don't
why;29;we
why;25;they
why;23;i'm
why;17;people
why;16;didn't
why;16;thank
why;15;u
why;14;it
why;12;aren't
why;12;he
why;12;my
why;11;it's
why;11;but
why;11;must
why;10;should
why;10;yes
why;10;so
why;10;isn't
why;9;cant
why;9;why
why;8;was
why;8;she
why;8;doesn't
why;7;this
why;7;have
why;6;no
why;6;because
why;6;you're
